uri;us_presidents;p_age;p_gender;p_education;p_country;p_id
http://dbpedia.org/resource/Barack_Obama;barackobama;25;Male;Bachelor's degree;Germany;27
http://dbpedia.org/resource/Donald_Trump;donaldtrump;25;Male;Bachelor's degree;Germany;27
http://dbpedia.org/resource/Thomas_Jefferson;jefferson;27;Male;Master's degree;Germany;28
http://dbpedia.org/resource/Richard_Nixon;dixon;27;Male;Master's degree;Germany;28
http://dbpedia.org/resource/Abraham_Lincoln;lincoln;27;Male;Master's degree;Germany;28
http://dbpedia.org/resource/Abraham_Lincoln;abrahamlincoln;30;Male;Bachelor's degree;USA;29
http://dbpedia.org/resource/John_F._Kennedy;jfk;30;Male;Bachelor's degree;USA;29
;tylerhamilton;30;Male;Bachelor's degree;USA;29
http://dbpedia.org/resource/Donald_Trump;trump;28;Male;Master's degree;Germany;30
http://dbpedia.org/resource/Barack_Obama;obama;28;Male;Master's degree;Germany;30
http://dbpedia.org/resource/John_F._Kennedy;johnf.kennedy;28;Male;Master's degree;Germany;30
http://dbpedia.org/resource/Barack_Obama;barackobama;38;Female;Doctorate (e.g. PhD);Greece;31
http://dbpedia.org/resource/George_W._Bush;georgebush;38;Female;Doctorate (e.g. PhD);Greece;31
http://dbpedia.org/resource/Bill_Clinton;billclinton;38;Female;Doctorate (e.g. PhD);Greece;31
http://dbpedia.org/resource/Joe_Biden;biden;28;Male;Master's degree;Germany;32
http://dbpedia.org/resource/Donald_Trump;trump;28;Male;Master's degree;Germany;32
http://dbpedia.org/resource/Barack_Obama;obama;28;Male;Master's degree;Germany;32
http://dbpedia.org/resource/Franklin_D._Roosevelt;roosevelt;26;Male;Bachelor's degree;Germany;33
http://dbpedia.org/resource/Abraham_Lincoln;lincoln;26;Male;Bachelor's degree;Germany;33
http://dbpedia.org/resource/George_W._Bush;bush;26;Male;Bachelor's degree;Germany;33
http://dbpedia.org/resource/Richard_Nixon;nixon;19;Male;High school degree or equivalent;Germany;34
http://dbpedia.org/resource/Thomas_Jefferson;jefferson;19;Male;High school degree or equivalent;Germany;34
http://dbpedia.org/resource/Ronald_Reagan;reagan;19;Male;High school degree or equivalent;Germany;34
http://dbpedia.org/resource/Barack_Obama;obama;25;Female;Bachelor's degree;Germany;35
http://dbpedia.org/resource/Donald_Trump;trump;25;Female;Bachelor's degree;Germany;35
http://dbpedia.org/resource/George_W._Bush;bush;25;Female;Bachelor's degree;Germany;35
http://dbpedia.org/resource/Joe_Biden;biden;24;Female;Master's degree;Germany;36
http://dbpedia.org/resource/Donald_Trump;trump;24;Female;Master's degree;Germany;36
http://dbpedia.org/resource/Barack_Obama;obama;24;Female;Master's degree;Germany;36
http://dbpedia.org/resource/George_Washington;washington;25;Male;Bachelor's degree;Germany;37
http://dbpedia.org/resource/Abraham_Lincoln;lincoln;25;Male;Bachelor's degree;Germany;37
http://dbpedia.org/resource/Thomas_Jefferson;jefferson;25;Male;Bachelor's degree;Germany;37
http://dbpedia.org/resource/George_W._Bush;bush;64;Male;Doctorate (e.g. PhD);Austria;38
http://dbpedia.org/resource/Donald_Trump;trump;64;Male;Doctorate (e.g. PhD);Austria;38
http://dbpedia.org/resource/John_F._Kennedy;kennedy;64;Male;Doctorate (e.g. PhD);Austria;38
http://dbpedia.org/resource/Joe_Biden;joebiden;24;Male;Bachelor's degree;Germany;39
http://dbpedia.org/resource/Donald_Trump;donaldtrump;24;Male;Bachelor's degree;Germany;39
http://dbpedia.org/resource/Barack_Obama;barackobama;24;Male;Bachelor's degree;Germany;39
http://dbpedia.org/resource/Donald_Trump;trump;31;Male;Bachelor's degree;Germany;40
http://dbpedia.org/resource/Barack_Obama;obama;31;Male;Bachelor's degree;Germany;40
http://dbpedia.org/resource/Abraham_Lincoln;lincoln;31;Male;Bachelor's degree;Germany;40
http://dbpedia.org/resource/Donald_Trump;trump;25;Female;Bachelor's degree;Germany;41
http://dbpedia.org/resource/Joe_Biden;biden;25;Female;Bachelor's degree;Germany;41
http://dbpedia.org/resource/George_W._Bush;bush;25;Female;Bachelor's degree;Germany;41
http://dbpedia.org/resource/George_W._Bush;georgbush;28;Female;Bachelor's degree;Germany;42
http://dbpedia.org/resource/Ronald_Reagan;ronaldreagan;28;Female;Bachelor's degree;Germany;42
http://dbpedia.org/resource/John_F._Kennedy;johnfkennedy;28;Female;Bachelor's degree;Germany;42
http://dbpedia.org/resource/George_W._Bush;georgew.bush;37;Female;Master's degree;Germany;43
http://dbpedia.org/resource/Bill_Clinton;billclinton;37;Female;Master's degree;Germany;43
http://dbpedia.org/resource/Barack_Obama;barackobama;37;Female;Master's degree;Germany;43
http://dbpedia.org/resource/Ronald_Reagan;ronaldreagan;50;Female;High school degree or equivalent;Germany;44
http://dbpedia.org/resource/Barack_Obama;barackobama;50;Female;High school degree or equivalent;Germany;44
http://dbpedia.org/resource/Joe_Biden;joebiden;50;Female;High school degree or equivalent;Germany;44
http://dbpedia.org/resource/Donald_Trump;donaldtrump;28;Female;High school degree or equivalent;Germany;45
http://dbpedia.org/resource/Barack_Obama;barackobama;28;Female;High school degree or equivalent;Germany;45
http://dbpedia.org/resource/George_W._Bush;georgew.bush;28;Female;High school degree or equivalent;Germany;45
http://dbpedia.org/resource/George_H._W._Bush;bushsr;31;Male;Bachelor's degree;Germany;46
http://dbpedia.org/resource/George_W._Bush;bushjr;31;Male;Bachelor's degree;Germany;46
http://dbpedia.org/resource/Barack_Obama;obama;31;Male;Bachelor's degree;Germany;46
http://dbpedia.org/resource/Barack_Obama;obama;21;Female;High school degree or equivalent;Germany;47
http://dbpedia.org/resource/Donald_Trump;trump;21;Female;High school degree or equivalent;Germany;47
http://dbpedia.org/resource/Joe_Biden;biden;21;Female;High school degree or equivalent;Germany;47
http://dbpedia.org/resource/Barack_Obama;obama;23;Female;Bachelor's degree;Germany;48
http://dbpedia.org/resource/John_F._Kennedy;kennedy;23;Female;Bachelor's degree;Germany;48
http://dbpedia.org/resource/Donald_Trump;trump;23;Female;Bachelor's degree;Germany;48
http://dbpedia.org/resource/Barack_Obama;barakobama;36;Male;Bachelor's degree;India;49
http://dbpedia.org/resource/Donald_Trump;donaldtrump;36;Male;Bachelor's degree;India;49
http://dbpedia.org/resource/John_F._Kennedy;johnfkennedy;36;Male;Bachelor's degree;India;49
http://dbpedia.org/resource/Barack_Obama;barackobama;28;Female;Master's degree;Romania;50
http://dbpedia.org/resource/Joe_Biden;joebiden;28;Female;Master's degree;Romania;50
http://dbpedia.org/resource/Franklin_D._Roosevelt;franklinroosevelt;28;Female;Master's degree;Romania;50
http://dbpedia.org/resource/Joe_Biden;biden;19;Female;High school degree or equivalent;Germany;51
http://dbpedia.org/resource/Donald_Trump;trump;19;Female;High school degree or equivalent;Germany;51
http://dbpedia.org/resource/Barack_Obama;obama;19;Female;High school degree or equivalent;Germany;51
http://dbpedia.org/resource/Joe_Biden;joebiden;19;Female;High school degree or equivalent;Germany;52
http://dbpedia.org/resource/Barack_Obama;barackobama;19;Female;High school degree or equivalent;Germany;52
http://dbpedia.org/resource/Donald_Trump;donaldtrump;19;Female;High school degree or equivalent;Germany;52
http://dbpedia.org/resource/Joe_Biden;biden;25;Male;Bachelor's degree;Germany;53
http://dbpedia.org/resource/Donald_Trump;trump;25;Male;Bachelor's degree;Germany;53
http://dbpedia.org/resource/Barack_Obama;obama;25;Male;Bachelor's degree;Germany;53
http://dbpedia.org/resource/Barack_Obama;obama;34;Female;Master's degree;France;54
http://dbpedia.org/resource/George_Washington;washington;34;Female;Master's degree;France;54
http://dbpedia.org/resource/Jimmy_Carter;carter;34;Female;Master's degree;France;54
http://dbpedia.org/resource/Joe_Biden;biden;20;Female;High school degree or equivalent;Germany;55
http://dbpedia.org/resource/Barack_Obama;obama;20;Female;High school degree or equivalent;Germany;55
http://dbpedia.org/resource/George_W._Bush;bush;20;Female;High school degree or equivalent;Germany;55
http://dbpedia.org/resource/George_W._Bush;bush;26;Female;Master's degree;France;56
http://dbpedia.org/resource/Joe_Biden;biden;26;Female;Master's degree;France;56
http://dbpedia.org/resource/Barack_Obama;obama;26;Female;Master's degree;France;56
http://dbpedia.org/resource/Dwight_D._Eisenhower;eisenhower;29;Prefer not to say;Master's degree;Germany;57
http://dbpedia.org/resource/Franklin_D._Roosevelt;roosevelt;29;Prefer not to say;Master's degree;Germany;57
http://dbpedia.org/resource/Bill_Clinton;clinton;29;Prefer not to say;Master's degree;Germany;57
http://dbpedia.org/resource/Woodrow_Wilson;woodrowwilson;31;Male;Master's degree;Germany;58
http://dbpedia.org/resource/Donald_Trump;donaldtrump;31;Male;Master's degree;Germany;58
http://dbpedia.org/resource/Gerald_Ford;geraldford;31;Male;Master's degree;Germany;58
http://dbpedia.org/resource/George_W._Bush;bush;23;Male;High school degree or equivalent;Germany;59
http://dbpedia.org/resource/Bill_Clinton;clinton;23;Male;High school degree or equivalent;Germany;59
http://dbpedia.org/resource/Barack_Obama;obama;23;Male;High school degree or equivalent;Germany;59
http://dbpedia.org/resource/Barack_Obama;barackobama;21;Female;High school degree or equivalent;Germany;60
http://dbpedia.org/resource/Joe_Biden;joebiden;21;Female;High school degree or equivalent;Germany;60
http://dbpedia.org/resource/Donald_Trump;donaldtrump;21;Female;High school degree or equivalent;Germany;60
http://dbpedia.org/resource/John_F._Kennedy;j.f.kennedy;54;Male;High school degree or equivalent;Germany;61
http://dbpedia.org/resource/Franklin_D._Roosevelt;franklind.roosevelt;54;Male;High school degree or equivalent;Germany;61
http://dbpedia.org/resource/Jimmy_Carter;jimmycarter;54;Male;High school degree or equivalent;Germany;61
http://dbpedia.org/resource/Joe_Biden;biden;30;Female;Master's degree;France;62
http://dbpedia.org/resource/Donald_Trump;trump;30;Female;Master's degree;France;62
http://dbpedia.org/resource/Barack_Obama;obama;30;Female;Master's degree;France;62
http://dbpedia.org/resource/Donald_Trump;trump;24;Male;Bachelor's degree;Germany;63
http://dbpedia.org/resource/Barack_Obama;obama;24;Male;Bachelor's degree;Germany;63
http://dbpedia.org/resource/John_F._Kennedy;kennedy;24;Male;Bachelor's degree;Germany;63
http://dbpedia.org/resource/Donald_Trump;donaldtrump;17;Male;Less than a high school degree;Germany;64
http://dbpedia.org/resource/Barack_Obama;obama;17;Male;Less than a high school degree;Germany;64
http://dbpedia.org/resource/Franklin_D._Roosevelt;rooselvelt;17;Male;Less than a high school degree;Germany;64
http://dbpedia.org/resource/Bill_Clinton;klinton;25;Female;High school degree or equivalent;Germany;65
http://dbpedia.org/resource/George_W._Bush;bush;25;Female;High school degree or equivalent;Germany;65
http://dbpedia.org/resource/Barack_Obama;obama;25;Female;High school degree or equivalent;Germany;65
http://dbpedia.org/resource/George_W._Bush;georgew.bush;16;Male;Less than a high school degree;Germany;66
http://dbpedia.org/resource/Joe_Biden;joebiden;16;Male;Less than a high school degree;Germany;66
http://dbpedia.org/resource/Barack_Obama;barackobama;16;Male;Less than a high school degree;Germany;66
http://dbpedia.org/resource/Abraham_Lincoln;abrahamlincoln;21;Male;High school degree or equivalent;Germany;67
http://dbpedia.org/resource/George_Washington;georgewashington;21;Male;High school degree or equivalent;Germany;67
http://dbpedia.org/resource/Donald_Trump;donaldtrump;21;Male;High school degree or equivalent;Germany;67
nan;nan;0;Prefer not to say;NaN;NaN;68
http://dbpedia.org/resource/Barack_Obama;obama;24;Female;Master's degree;France;69
http://dbpedia.org/resource/John_F._Kennedy;kennedy;24;Female;Master's degree;France;69
http://dbpedia.org/resource/Joe_Biden;biden;24;Female;Master's degree;France;69
http://dbpedia.org/resource/Joe_Biden;biden;26;Female;Master's degree;France;70
http://dbpedia.org/resource/Barack_Obama;obama;26;Female;Master's degree;France;70
http://dbpedia.org/resource/Donald_Trump;trump;26;Female;Master's degree;France;70
http://dbpedia.org/resource/Barack_Obama;obama;34;Female;Master's degree;Germany;71
http://dbpedia.org/resource/Bill_Clinton;clinton;34;Female;Master's degree;Germany;71
http://dbpedia.org/resource/George_W._Bush;bush;34;Female;Master's degree;Germany;71
http://dbpedia.org/resource/Barack_Obama;obama;54;Male;Less than a high school degree;Germany;72
http://dbpedia.org/resource/Bill_Clinton;clinton;54;Male;Less than a high school degree;Germany;72
http://dbpedia.org/resource/Donald_Trump;trump;54;Male;Less than a high school degree;Germany;72
http://dbpedia.org/resource/Barack_Obama;obama;23;Male;Bachelor's degree;Germany;73
http://dbpedia.org/resource/Donald_Trump;trump;23;Male;Bachelor's degree;Germany;73
http://dbpedia.org/resource/Joe_Biden;biden;23;Male;Bachelor's degree;Germany;73
http://dbpedia.org/resource/Abraham_Lincoln;abrahamlincoln;27;Male;Master's degree;Germany;74
http://dbpedia.org/resource/Richard_Nixon;nixxon;27;Male;Master's degree;Germany;74
http://dbpedia.org/resource/Barack_Obama;obama;27;Male;Master's degree;Germany;74
http://dbpedia.org/resource/Barack_Obama;barackobama;25;Male;Bachelor's degree;Germany;75
http://dbpedia.org/resource/Joe_Biden;joebiden;25;Male;Bachelor's degree;Germany;75
http://dbpedia.org/resource/George_W._Bush;georgewbush;25;Male;Bachelor's degree;Germany;75
http://dbpedia.org/resource/Joe_Biden;biden;27;Female;Master's degree;Germany;76
http://dbpedia.org/resource/Donald_Trump;trump;27;Female;Master's degree;Germany;76
http://dbpedia.org/resource/Barack_Obama;obama;27;Female;Master's degree;Germany;76
http://dbpedia.org/resource/Ronald_Reagan;reagan;51;Male;High school degree or equivalent;Germany;77
http://dbpedia.org/resource/George_H._W._Bush;g.h.bush;51;Male;High school degree or equivalent;Germany;77
http://dbpedia.org/resource/George_W._Bush;g.w.bush;51;Male;High school degree or equivalent;Germany;77
http://dbpedia.org/resource/Barack_Obama;obama;26;Male;High school degree or equivalent;Germany;78
http://dbpedia.org/resource/Bill_Clinton;clinton;26;Male;High school degree or equivalent;Germany;78
http://dbpedia.org/resource/Donald_Trump;trump;26;Male;High school degree or equivalent;Germany;78
http://dbpedia.org/resource/Barack_Obama;obama;27;Male;Bachelor's degree;Germany;79
http://dbpedia.org/resource/Donald_Trump;trump;27;Male;Bachelor's degree;Germany;79
http://dbpedia.org/resource/George_W._Bush;bush;27;Male;Bachelor's degree;Germany;79
http://dbpedia.org/resource/Barack_Obama;barackobama;25;Male;Master's degree;Germany;80
http://dbpedia.org/resource/Donald_Trump;donaldtrump;25;Male;Master's degree;Germany;80
http://dbpedia.org/resource/Joe_Biden;biden;25;Male;Bachelor's degree;Germany;81
http://dbpedia.org/resource/Donald_Trump;trump;25;Male;Bachelor's degree;Germany;81
http://dbpedia.org/resource/Bill_Clinton;clinton;25;Male;Bachelor's degree;Germany;81
http://dbpedia.org/resource/Donald_Trump;donaldtrump;21;Male;High school degree or equivalent;Germany;82
http://dbpedia.org/resource/Joe_Biden;joebiden;21;Male;High school degree or equivalent;Germany;82
http://dbpedia.org/resource/Barack_Obama;barackobama;21;Male;High school degree or equivalent;Germany;82
http://dbpedia.org/resource/Bill_Clinton;billclinton;23;Female;Bachelor's degree;Germany;83
http://dbpedia.org/resource/Barack_Obama;barackobama;23;Female;Bachelor's degree;Germany;83
http://dbpedia.org/resource/Donald_Trump;donaldtrump;23;Female;Bachelor's degree;Germany;83
http://dbpedia.org/resource/Donald_Trump;trump;28;Female;Master's degree;Germany;84
http://dbpedia.org/resource/Barack_Obama;obama;28;Female;Master's degree;Germany;84
http://dbpedia.org/resource/John_F._Kennedy;jfkennedy;28;Female;Master's degree;Germany;84
http://dbpedia.org/resource/Joe_Biden;biden;25;Female;Master's degree;Germany;85
http://dbpedia.org/resource/Donald_Trump;trump;25;Female;Master's degree;Germany;85
http://dbpedia.org/resource/Barack_Obama;obama;25;Female;Master's degree;Germany;85
http://dbpedia.org/resource/Barack_Obama;obama;25;Female;Bachelor's degree;Russia;86
http://dbpedia.org/resource/Abraham_Lincoln;lincoln;25;Female;Bachelor's degree;Russia;86
http://dbpedia.org/resource/Joe_Biden;biden;25;Female;Bachelor's degree;Russia;86
http://dbpedia.org/resource/Barack_Obama;obama;24;Female;High school degree or equivalent;Germany;87
http://dbpedia.org/resource/George_W._Bush;bush;24;Female;High school degree or equivalent;Germany;87
http://dbpedia.org/resource/Joe_Biden;biden;24;Female;High school degree or equivalent;Germany;87
http://dbpedia.org/resource/Joe_Biden;joebiden;26;Male;Bachelor's degree;Germany;88
http://dbpedia.org/resource/Donald_Trump;donaldtrump;26;Male;Bachelor's degree;Germany;88
http://dbpedia.org/resource/George_W._Bush;georgebush;26;Male;Bachelor's degree;Germany;88
http://dbpedia.org/resource/Barack_Obama;obama;27;Female;Master's degree;Germany;89
http://dbpedia.org/resource/Donald_Trump;trump;27;Female;Master's degree;Germany;89
http://dbpedia.org/resource/Joe_Biden;biden;27;Female;Master's degree;Germany;89
http://dbpedia.org/resource/Donald_Trump;trump;25;Male;Bachelor's degree;Germany;90
http://dbpedia.org/resource/John_F._Kennedy;kennedy;25;Male;Bachelor's degree;Germany;90
http://dbpedia.org/resource/Abraham_Lincoln;lincoln;25;Male;Bachelor's degree;Germany;90
http://dbpedia.org/resource/Barack_Obama;barackobama;25;Male;High school degree or equivalent;Germany;91
http://dbpedia.org/resource/Joe_Biden;joebiden;25;Male;High school degree or equivalent;Germany;91
http://dbpedia.org/resource/George_W._Bush;georgew.bush;25;Male;High school degree or equivalent;Germany;91
http://dbpedia.org/resource/Barack_Obama;barackobama;28;Male;High school degree or equivalent;Germany;92
http://dbpedia.org/resource/Donald_Trump;donaldtrump;28;Male;High school degree or equivalent;Germany;92
http://dbpedia.org/resource/Joe_Biden;joebiden;28;Male;High school degree or equivalent;Germany;92
http://dbpedia.org/resource/Barack_Obama;barackobama;47;Female;Bachelor's degree;England;93
http://dbpedia.org/resource/Joe_Biden;joebiden;47;Female;Bachelor's degree;England;93
http://dbpedia.org/resource/George_W._Bush;georgebush;47;Female;Bachelor's degree;England;93
http://dbpedia.org/resource/Barack_Obama;barrackobama;38;Male;Bachelor's degree;Germany;94
http://dbpedia.org/resource/Abraham_Lincoln;abrahamlincoln;38;Male;Bachelor's degree;Germany;94
http://dbpedia.org/resource/George_Washington;georgewashington;38;Male;Bachelor's degree;Germany;94
http://dbpedia.org/resource/Donald_Trump;trump;40;Female;Bachelor's degree;China;95
http://dbpedia.org/resource/Barack_Obama;obama;40;Female;Bachelor's degree;China;95
http://dbpedia.org/resource/Franklin_D._Roosevelt;roosevelt;40;Female;Bachelor's degree;China;95
http://dbpedia.org/resource/George_W._Bush;bush;28;Female;High school degree or equivalent;Pakistan;96
http://dbpedia.org/resource/Donald_Trump;trump;28;Female;High school degree or equivalent;Pakistan;96
http://dbpedia.org/resource/Joe_Biden;biden;28;Female;High school degree or equivalent;Pakistan;96
http://dbpedia.org/resource/Joe_Biden;biden;48;Female;Master's degree;Germany;97
http://dbpedia.org/resource/Barack_Obama;obama;48;Female;Master's degree;Germany;97
http://dbpedia.org/resource/Donald_Trump;trump;48;Female;Master's degree;Germany;97
http://dbpedia.org/resource/Barack_Obama;barackobama;26;Male;Less than a high school degree;Germany;98
http://dbpedia.org/resource/John_F._Kennedy;johnf.kennedy;26;Male;Less than a high school degree;Germany;98
http://dbpedia.org/resource/Abraham_Lincoln;abrahamlincoln;26;Male;Less than a high school degree;Germany;98
http://dbpedia.org/resource/Abraham_Lincoln;lincoln;26;Female;High school degree or equivalent;Germany;99
http://dbpedia.org/resource/George_W._Bush;bush;26;Female;High school degree or equivalent;Germany;99
http://dbpedia.org/resource/Barack_Obama;obama;26;Female;High school degree or equivalent;Germany;99
http://dbpedia.org/resource/George_Washington;washington;45;Female;Bachelor's degree;USA;100
http://dbpedia.org/resource/Abraham_Lincoln;lincoln;45;Female;Bachelor's degree;USA;100
http://dbpedia.org/resource/John_F._Kennedy;kennedy;45;Female;Bachelor's degree;USA;100
http://dbpedia.org/resource/Donald_Trump;trump;23;Female;Master's degree;England;101
http://dbpedia.org/resource/Joe_Biden;biden;23;Female;Master's degree;England;101
http://dbpedia.org/resource/John_F._Kennedy;kennedy;23;Female;Master's degree;England;101
http://dbpedia.org/resource/Joe_Biden;biden;26;Female;Bachelor's degree;Germany;102
http://dbpedia.org/resource/George_W._Bush;bush;26;Female;Bachelor's degree;Germany;102
http://dbpedia.org/resource/John_F._Kennedy;kennedy;26;Female;Bachelor's degree;Germany;102
http://dbpedia.org/resource/Abraham_Lincoln;lincoln;70;Female;Master's degree;Germany;103
http://dbpedia.org/resource/John_F._Kennedy;kennedy;70;Female;Master's degree;Germany;103
http://dbpedia.org/resource/Donald_Trump;trump;70;Female;Master's degree;Germany;103
