"Zeitstempel","Name up to three movies from the 90s","Name up to three actors","Name up to three music genres","Name up to three books","Name up to three (book) authors","Name up to three politicians","Name up to three US presidents","Name up to three cities","Name up to three lakes","Name up to three mountains","Name up to three european capital cities","Name up to three european countries","Name up to three asian countries","Name up to three continents","Name up to three birds","Name up to three african animals","Name up to three pieces of furniture","Name up to three vegetables","Name up to three types of fast food","Name up to three landmarks/sights in Europe","Name up to three companies listed in the DAX (German stock index)","Name up to three US companies","Name up to three US tech companies","What is your age?","What gender do you identify with?","What is the highest degree you have completed?","Which country are you from?"
"2022/03/02 9:25:44 AM MEZ","Scary movie, water world, Braveheart ","George Clooney, Brad Pitt, Johnny Depp","Rock, Pop, Hip hop","Harry potter, it, sidartha","Tolkin, Hesse, camus","Biden, trump, obama","Biden, Trump, Obama","Berlin, paris, rome","Bodensee, Aralsee, Starnberger See","K2, Mount Everest, Zugspitze","Rome, berlin, paris","Germany, France, Italy ","China, Vietnam, Thailand ","Africa, Europe, Asia ","Hummingbird, eagle, sparrow","Elefant, lion, giraffe ","Table, chair, cupboard","Carrot, tomato, cucumbers ","Burger, Fries, wraps","Kolloseum, Brandenburger tor, londin Bridge ","BMW, Allianz, BASF","Microsoft, apple, tesla","Microsoft, apple, tesla","28","Male","Master's degree","Germany "
"2022/03/02 10:37:07 AM MEZ","Blade, Tomorrow never dies, Die hard","Ryan Gosling, Mads Mikkelsen, Toni Servillo","Techno, Hip-Hop, Rock","The Art of War, The Illustrated Man, The old man and the sea","Tolstoy, Carnegie, Bradbury","Christian Lindner, Dorothee Bär, Wolfgang Kubicki","Roosevelt, Lincoln, Bush","Sevilla, Hong Kong, London","Lake Maggiore, Lake Geneva, Wannsee","K2, Alps, Matterhorn","Paris, Berlin, Rome","Germany, France, Italy","China, Taiwan, South Korea","Africa, Asia, North America ","Dove, Sparrow, Seagull","Giraffe, Lion, Rhino","Chair, Table, Lamp","Spinach, Artichoke, Tomato","Burger, Hotdog, Curry Sausage","Eiffel Tower, Leaning tower of Pisa, Sagrada Familia","Bayer, Porsche, Adidas","IBM, Wells Fargo, Blackrock","Alphabet, Tesla, Apple","26","Male","Bachelor's degree","Germany"
"2022/03/02 11:12:34 AM MEZ","","Steve Carell, Jason Statham, Keanu Reeves","Rap, Hip Hop, RnB","Harry Potter, Die geheime Benediktgesellschaft, Greg’s Tagebuch ","J.K. Rowling, Thomas Mann, von Schirach","Bismarck, Adenauer, Kohl","Nixon, Jefferson, Reagan ","Berlin, Hamburg, München","Bodensee, Schluchsee, Victoria See","Zugspitze, Mount Wilhelm, K2","Berlin, Paris, London","Germany, UK, Austria","China, Singapur, Japan","Europa, Afrika, Asien","Blaumeise, Adler, Spatz","Zebra, Löwe, Giraffe ","Stuhl, Tisch, Schrank","Paprika, Gurke, Tomate","Cheeseburger, Fries, Chicken Nuggets","Brandenburgertor, Völkerschlachtdenkmal, Kaiser-Wilhelm Denkmal","Daimler, BMW, Siemens ","Amazon, Tesla, Apple","Microsoft, Apple, Google","19","Male","High school degree or equivalent","Germany"
"2022/03/02 1:46:47 PM MEZ","Glenngarry Glenn Ross, Gattaca, Matrix","Jennifer Lawrence, Leonardo DiCaprio, Jude Law","Indie, Hip-Hop, Classical Music","Flowers for Algernon, 1984, Brave New World","Tolkien, George R. R. Martin, Ray Bradbury ","Merkel, Putin, Clinton","Obama, Trump, Bush","Berlin, Braunschweig, ","Gardasee, Starnberger See","Zugspitze, Mont Blanc, Brocken","Warsaw, Prague, Lisbon","San Marino, Ukraine, Spain","Hong Kong, Cambodia, Laos","Asia, Europe, North America","Colibri, Storch, Chicken","Giraffe, Lion, Zebra","Chair, Shelf, Table","Eggplant, Tomato, Cucumber","Burger, Hot Dogs, Pizza","Eiffel Tower, Brandenburg Gate, Sagrada Familia","","General Electrics, Exxon Mobile, JP Morgan","Apple, Microsoft, Tesla","25","Female","Bachelor's degree","Germany"
"2022/03/02 3:52:55 PM MEZ","Pulp fiction, Seven, Good will hunting","Bill Murray, Scarlett Johanson, Angelina Jolie","Rock, Techno, Pop","1913, Dienstags bei Murrie, 1984","Astrid Lindgren, Stephen King, Garcia","Angela Merkel, Putin, Wagenknecht","Biden, Trump, Obama","Heidelberg, Mannheim, Frankfurt ","Bodensee, Lake Tahoe, Gardasee","K2, Mount Everest, Zugspitze","Paris, London, Berlin","Germany, Poland, Sweden","China, India, South Korea","Germany, Poland, Sweden","Specht, Kuckuck, Krähe","Zebra, Lion, Giraffe ","Desk, Chair, Wardrobe ","Broccoli, Carrot, Cucumber ","Burger, Pizza, Sandwich","Eiffel Tower, London Bridge, Brandenburger Tor","SAP, BMW, Allianz","Nike, GM, Ford","Apple, Microsoft, Google","24","Female","Master's degree","Germany"
"2022/03/02 5:44:34 PM MEZ","Pulp Fiction","Will Smith, ","Classic, rock, pop","Harry Potter, Krieg und Frieden, ","Lev Grossman, Arthur Conan Doyle, Walter Isaacson","Angela Merkel, Markus Söder, Xi Jinping","Washington, Lincoln, Jefferson ","Berlin, Munich, Hamburg","Bodensee, Tegernsee, Ammersee","Mount Everest, Zugspitze, Chimborazo ","Berlin, Rome, Paris","Germany, Switzerland, Austria","Japan, China, Burma ","Africa, Antarctica, Asia","Rotmilan, Braunkehlchen, Amsel","Lion, elephant, buffalo","Desk, Chair, cupboard ","Zucchini, Paprika, ","Burger, Sushi, Fries ","Eifel Tower, Louvre, coliseum","VW, Adidas, BMW","S.o.","Apple, Microsoft, Google","25","Male","Bachelor's degree","Germany "
"2022/03/02 5:51:44 PM MEZ","Night in Warth, the sixth Sense, Pulp fiction","Günter Grass, Irving, Rainkin","Hard Rock, Swing, Country music","Papillon, 100 Jahre Einsamkeit, die Bibel","Grass, Berthold Brecht und Irving","Brandt, Wehner, und Helmut Schmidt","Bush, Trump, Kennedy","München, Nee York, Tokio","Bodensee, Chiemsee, Ammersee","Mount Everest, Zugspitze, Kilimanscharo","Paris, London und Berlin","Deutschland, Frankreich und Italien","Malaysia, Indonesien, Indien","Amerika, Europa und Asien","Amsel, Adler, Spatz","Elefante, Monkeys, Lion"," Chair, Tablet, Cupboard","Karotte, Blumenkohl und Lauch","Hamburger, Currywurst und Döner","Eiffelturm, Brandenburger Tor, Colosseum in Rom","BMW, Qiagen, VW","IBM, General Electric, General Motors","Apple, Intel, IBM","64","Male","Doctorate (e.g. PhD)","Austria"
"2022/03/02 5:54:30 PM MEZ","Pulp Fiction, Goodfellas, The Silence of the Lambs","Brad Pitt, Johnny Depp, Jennifer Lawrence ","Rock'n'Roll, Jazz, Rap","Harry Potter and the Philosopher's Stone, Lord of the Rings, Sapiens: A brief History of Humankind","Yuval Noah Harari, J. R. R. Tolkien, J.K. Rowling","Olaf Scholz, Joe Biden, Wladimir Putin","Joe Biden, Donald Trump, Barack Obama","Mannheim, Frankfurt, Darmstadt","Bodensee, Edersee, Lake Erie","Mount Everest, K2, Zugspitze","Berlin, Paris, Rome","Germany, Spain, France","China, Japan, India","Europe, Asia, Africa","Eagle, Vulture, Crow","Giraffe, Elephant, Lion","Couch, Table, Chair","Tomato, Cucumber, Onion","Burger, Pizza, Fries","Eiffel Tower, Colosseum, Neuschwanstein Castle","SAP, Daimler, BMW","Procter & Gamble, Blackrock, Microsoft","Amazon, Apple, Meta","24","Male","Bachelor's degree","Germany"
"2022/03/02 6:06:16 PM MEZ","Kevin allein zu Hause, Pulp Fiction, American Pie","Denzel Washington, Brad Pitt, Alexandra Daddario","Rock, Rap, Pop","Achtsam Morden, Harry Potter, Herr der Ringe","Sebastian Fitzek, J.K. Rowling, Stephen King","Merkel, Trump, Putin","Trump, Obama, Lincoln","München, Hamburg, London","Chiemsee, Victoria See, Titicacasee","Mount Everest, Feldberg, K2","Berlin, Warschau, Kiew","Deutschland, Frankreich, Spanien","China, Russland, Indien","Europa, Asien, Nordamerika","Amsel, Adler, Geier","Elefant, Löwe, Nashorn","Stuhl, Tisch, Schrank","Gurke, Tomate, Zucchini","Burger, Döner, Pizza","Schloss Neuschwanstein, Eifelturm, Karlsbrücke ","Adidas, Mercedes Benz Group, Deutsche Bank","Amazon, Walmart, Coca Cola company","Apple, Google, Microsoft","31","Male","Bachelor's degree","Deutschland"
"2022/03/02 6:32:12 PM MEZ","Jurassic Park, Scream, Pretty Woman","Johnny Depp, Angelina Jolie, Tom Hardy","Rap, House, Rock","Harry Potter, Twilight, Da Vinci Code","Sebastian Fitzek, Dan Brown, J.K. Rowling","Biden, Harris, Putin","Trump, Biden, Bush","Paris, London, Barcelona","Titicaca, Lake of Constance, Silver Lake","Mount Everest, Himalaya, Mount Blanc","Berlin, Vienna, Paris","France, Germany, Spain","Thailand, China, Indonesia","Africa, South America, North America","Ara, Mockingbird, Robin","Zebra, Elephant, Lion","Couch, bed, table","Cucumber, Carrot, Broccoli","Pizza, Burger, Fries","Brandenburger Tor, Eiffel Tower, Big Ben","Merck, SAP, DB Cargo","Shell, McDonald's, Coca Cola","Apple, Microsoft, Alphabet","25","Female","Bachelor's degree","Germany"
"2022/03/02 6:57:08 PM MEZ","Basic Instinct Casino LA Confidential","Jessica Chastain Charlie Hunnam Christoph Waltz","House Jazz Rnb","Die Verlorenen, Das kunstseidene Maedchen Zivilcourage","Tom Clancy, Simon Beckett, Lee Child","Angela Merkel Al Gore Barack Obama","Georg Bush Ronald Reagan John F Kennedy","Milan, Tarifa, Malmö","Lake Tahoe Bodensee Eibsee","Mount Everest Zugspitze Feldberg","Milan, London, Madrid","Italy Greece France","South Korea Japan China","Asia Europe Australia ","Meise Amsel Kolibri","Elephant Giraffe Zebra","coffee table Ottomane Couch","Aubergine Zucchini Tomato","Burger Pizza Fries","Brandenburger Tor, Eiffel Tower, Big Ben","Westwing, Alibaba, Lmvh","Trader’s Joe, Walmart, Polo Ralph Lauren","Apple Google Meta","28","Female","Bachelor's degree","Deutschland"
"2022/03/02 7:06:48 PM MEZ","Forrest Gump, Good Will Hunting, Independence Day","Ryan Reynolds, Arnold Schwarzenegger, Liz Taylor","Jazz, Blues, Heavy Metal","Harry Potter, It, The Lord of the Rings","J. K. Rowling, J. R. R. Tolkien, Stephen King","Schröder, Kohl, Merkel","George W. Bush, Bill Clinton, Barack Obama","Paris, Berlin, Tokio","Lake Constance, Titisee, Lake Balaton","Mount Everest, Zugspitze, Ayers Rock","Berlin, Paris, London","Germany, Ukraine, United Kingdom","Philippines, China, Malaysia","Europe, America, Asia","blackbird, sparrow, fink","lion, elephant, hippo","chair, sofa, table","carrot, cucumber, eggplant","burger, pizza, kebab","Eiffel Tower, Brandenburg Gate, Buckingham Palace","Adidas, Lufthansa, Siemens","Apple, Microsoft, Nike","Apple, Microsoft, Google","37","Female","Master's degree","Germany"
"2022/03/02 7:08:09 PM MEZ","Pretty Woman, Dirty Dancing, Men in Black","Jack Nicolsen, Meryel Streep, Will Smith","Country, Rock, Heavy Metal","Outlander, It, Harry Potter ","Stephen King , Henning Mankel, Diana Gabaldon","Angela Merkel, Hillary Clinton, Wolodymyr Selenskj","Ronald Reagan, Barack Obama , Joe Biden ","Madrid, Francfurt, Belfast","Balaton, Eriesee, Vierwaldstätter","K2, Eigner, Matchu Pitschu","London, Paris,  Berlin ","Italia, Germany, France","Thailand, Vietnam, Kambodscha","Asia, Africa, Europe","Eagle, Robin, Parrot","Elephant,  Impala ,Lion","Couch, Table, Sideboard"," Carotts, Potatoe, Aubergine ","Subway,Burger King, Kebab","Blacky Forrest, Colloseum, Provonce","Flatex, Consorsbank, ING","John Deere, Mustang, Hilfigher","Google ,Apple, Facebook ","50","Female","High school degree or equivalent","Germany "
"2022/03/02 7:53:35 PM MEZ","Titanic, the mask, Flubber ","Leonardo Decaprio, Timothèe Chalamet, Julia Garner ","Indie, House, Psychedelic Rock","Little Life, Narziss and Goldmund, Normal People ","Hermann Hesse, haruki murakami, Sally Rooney ","Gerhard Schröder, Emanuel Macron, Anna-Lena Baerbock ","Donald Trump, Barack Obama , George W. Bush","Rome, Capetown, Potsdam","Schlachtensee, Krumme Lanke, Bodensee","k2, Matterhorn, Mont Blanc ","Belgien, Paris, Berlin","Sweden, Spain, France ","Vietnam, India, Thailand ","Europe, South America, Asia","Owl, Duck, swan ","elephant, lion, monkey ","Chair, table, couch ","Cucumber, tomato, carrot ","Pizza, Fries, Burger","Heidelberg Castle , Eifeltower, Petersdom ","Vw, SAP, Heidelberger Druck","Herschies, Coca Cola, P&G","Amazon, Tesla, Apple","28","Female","High school degree or equivalent","Germany"
"2022/03/02 8:09:45 PM MEZ","Harry Potter, Matrix, Terminator","Johnny Depp, Andrew Garfield, Freddie Highmore","Rock, Pop, Elektro","The Hobbit, Krabat, Romeo and Juliet","Stephen King, Tolkien, Rowling","Angela Merkel, Helmut Kohl, Helmut Schmidt","Bush Sr, Bush Jr, Obama","Geldern, Oranienburg, Ilmenau","Lake Constance, Lake Titicaca, ","Mt Everest, Mt Blanc","Berlin, Paris, Warsow","Germany, France, Netherlands","China, Japan, India","Europe, Africa, South America","Eagle, Chicken, Vulture","Lion, Zebra, Giraffe ","Table, Chair, shelf","Cabbage, Cucumber, Zucchini ","Burger, Pizza, Kebab","Brandenburg Gate, Eifel Tower, Cologne Cathedral","SAP, Henkel, Bayern Munich Ag","IBM, Ford, Jeep","IBM, Google, Apple","31","Male","Bachelor's degree","Germany "
"2022/03/02 8:57:47 PM MEZ","Pretty women/schindlers liste","Brad Pit/Leonardo Dicaprio/tom cruise","Tecno/rap/hiphop","Die Geschichte der Bienen/Harry Potter/Cafe am Rande der Welt","Goethe/michael ende/schiller","Lindner/Scholz/Baerbock","Obama/trump/biden ","London/paris/rome","Bidensee/chiemsee","Zugspitze/Everest/kilimandscharo","Paris/rome/Berlin","Germany/italy/sweden","Indien/china/japan","Europe/asia/africa ","Eagle/chicken/penguine","Elefant/lion/giraffe","Table/bed/chair","Cucumber/broccoli/carrot","Burger/hotdog/fries","Eiffle Tower/Brandenburger Tor/london eye ","Adidas/allianz/BASF","Ben and jerry/Ford/abercrombie&fitch","Apple/Microsoft/facebook","21","Female","High school degree or equivalent","Germany"
"2022/03/02 10:38:58 PM MEZ","Titanic, Forest Gump, Pretty Women","Brad Pitt, Blake Lively, George Cloony","Hip Hop, Classic, Pop","","","Merkel, Baerbock, Scholz","Obama, Kennedy, Trump","Rome, Paris, London","Isar, Neckar, Rhein","Mount Everest, Zugspitze, Mont blanc ","Rome, Paris, Berlin","Germany, Spain, Italy","Peking, Shanghai, Mumbai","Asia, Europe, Africa","Swan, ","lion, giraffe, elephant ","desk, chair, wardrobe ","Tomatoes, mushrooms, carrots ","Burger, Fries, Milkshakes ","Brandenburg gate, Big Ben, colosseum ","Audi, BMW, Daimler","Amazon, Apple, Microsoft ","Apple, Amazon, Microsoft ","23","Female","Bachelor's degree","Germany"
"2022/03/03 9:51:17 AM MEZ","Shawshank Redemption, Schindler's list, Star Wars","Robert Downey jr, Scarlet Johnson, Liam Neeson","Classic, Rock, Jazz","The Lord of the Rings, Da Vinci Code, Time Traveler's Wife ","J K Rowling, Anita Nair, Jonathan Swift","Angela Merkel, Narendra Modi, Barak Obama","Barak Obama, Donald Trump, John F Kennedy ","Berlin, Heidelberg, New York","Titisee, Lake Constance, Koenigssee","Mount Everest, Mount Fuji, Mount Elbrus","Berlin, Paris, Madrid","Germany, Switzerland, Austria","India, China, Singapore","Europe, Asia, Africa","Eagle, Humming Bird, Crane","Elephant, Lion, Cheetah","Sofa, Bed, Chair","Tomato, Spinach, Onions ","Berger, Fries, Samosa","Eifel Tower, Berlin Wall, Pisa Tower","Apple, Google, VolksWagen","Apple, Google, IBM","Apple, Google, IBM","36","Male","Bachelor's degree","India"
"2022/03/03 9:51:48 AM MEZ","Forrest Gump, Pulp Fiction, Schindler's List","Robert de Niro, Robert Redford, Al Pacino","Rock, Pop, Classic","1984, Pride and Prejudice, The Girl With The Dragon Tattoo","Jane Austin, Stephen King, George Orwell","Angela Merkel, Barack Obama, Emmanuel Macron","Barack Obama, Joe Biden, Franklin Roosevelt","Mannheim, Munchen, Berlin","Bodensee, Titisee, Chiemsee","Mont Blanc, Zugspitze, Matterhorn","Berlin, Paris, Amsterdam","Germay, France, Italy","Japan, South Korea, Thailand","Europe, Asia, Africa","Pigeon, Eagle, Sparrow","Elephant, giraffe, zebra","chair, desk, wardrobe","Carrot, Potato, Cucumber","Pizza, Pasta, Sushi","Eiffel Tower, Schloss Neuschwanstein, La Sagrada Familia","Mercedes-Benz Group, BASF, Deutsche Bank","Alphabet, Amazon, Microsft","Nvidia, Alphabet, Microsoft","28","Female","Master's degree","Romania"
"2022/03/03 10:20:19 AM MEZ","Pretty Woman, Jurassic Park, The Silence of the Lambs ","Emma Watson, Kilian Murphy, Cate Blanchett","Pop, Punk, Rap ","Pride and Prejudice, Emma, Five feet apart","John Green, Jane Austen, J.K. Rowling","Wladimir Putin, Angela Merkel, Sahra Wagenknecht ","Biden, Trump, Obama ","New York, London, Barcelona","Lake Constance, Lake Garda, Chiemsee","Zugspitze, Mount Everest, Matterhorn ","Berlin, Paris, London","France, Spain, United Kingdom ","China, Japan, India ","Europe, Asia, Africa","woodpecker, sparrow, blackbird","lion, cheetah, giraffe ","Bed, table, closet","tomato, cucumber, zucchini","Pizza, Burger, Tacos ","Eiffel Tower, Colosseum, Big Ben ","Volkswagen, Daimler, Siemens ","Starbucks, Apple, Walt Disney Company ","Apple, Microsoft, Intel","19","Female","High school degree or equivalent","Germany"
"2022/03/03 11:21:00 AM MEZ","Pride and Prejudice, Pulp friction, Back to the future","Chris Evans, Chris Hemsworth, Chris Pine","Techno, HipHop, Klassik","Krieg und Frieden, How to kill a mockingbird, Stolz und Vorurteil","Leo Tolstoi, Jane Austen, William Shakespeare","Vladimir Putin, Angela Merkel, Olaf Scholz","Joe Biden, Barack Obama, Donald trump","Potsdam, München, Leipzig","Sacrower See, Liebnitz See, Königssee","Zugspitze, Mount Everest, Watzmann","Berlin, Warschau, Kiew","Deutschland, Ukraine, Polen","China, Südkorea, Japan","Europa, Asien, Afrika","Maise, Schwalbe, Möwe","Giraffe, Elefant, Gazelle","Bett, Couch, Stuhl","Gurke, Salat, Aubergine","Pommes, Burger, Döner","Brandenburger Tor, Eiffelturm, die kleine Meerjungfrau","VW, Bayer, Hello fresh","Apple, Spotify, Walmart","Apple, Google, Meta","19","Female","High school degree or equivalent","Germany"
"2022/03/03 12:01:54 PM MEZ","","","Rock, Classic, Techno","","","Scholz, Wagenknecht, Habeck","Biden, Trump, Obama","Mannheim, Schwetzingen, Heidelberg","Bodensee, Zürichsee, Balaton","Zugspitze, Weissfluh, Fuji","Berlin, Paris, Wien","Germany, France, Poland","China, Thailand, Vietnam","Asia, Europe, Africa","","Elefant, Hippo, Giraffe","Chair, Desk, Wardrobe","Carrots, Tomatoes, Zucchini","Burger, Fries, Tacos","Eifel tower,","","Google, Apple, Starbucks","Google, Apple, Samsung","25","Male","Bachelor's degree","Germany"
"2022/03/03 12:13:01 PM MEZ","Clueless, Mulan, Hook","Scarlet Johansen, Rachel Weiz, Kristen Bell","Pop, Rock , Musicals","Piranesi, Count of Monte Christo, Were are all Besides Ourselves","Tamora Pierce, Moliere, Patrick Suskind","Sarkozy, Hillary Clinton, Sadi Khan","Obama, Washington, Carter","Hartford, Enghien les Bains, Montreal"," Lake Como, Lake Geneva , Lake Garda","Mont-Blanc, Everest","Paris, Rome, London","France, Germany, Romania","Indonesia, Israel, Japan","Europe, America, Asia","Parakeet, Robin, Duck","Lion, Elephant, Zebra","Desk, Bed, Chair","Brocoli, Lettuce, Aubergine","Fries, hamburger, hot dog","Palais de Versaille,  Eiffel Tower, Reiksmuseums","","Target, Starbucks, JCPenney","Alphabet, Microsoft, Adobe ","34","Female","Master's degree","France"
"2022/03/03 12:17:49 PM MEZ","","Palina rojinski, Elyas M Barek, Jessica Schwarz","Rock techno pop","Das magische Baumhaus, Bibel, Der Ursprung der Welt","Nele Neuhaus, Luisa Neubauer, J.k. rowling","Merkel, J.f kennedy, Johnson","Biden, Obama , Bush","Zürich prag madrid","Bodensee, chiemsee, Gardasee","Zugspitze, Mount Everest, Mont Blanc","Kopenhagen berlin wien","Croatia, Slovenia, Denmark","Vietnam, Thailand, Japan","Australia, Europe, South America","Amsel, Rotkelchen  Blaumeise","Zebra, Giraffe gazelle","Sofa, kleiderschrank  bett","Kartoffeln gurke sellerie","Pommes burger chicken nuggets","Berliner mauer eiffelturm kölner dom","","Apple, Walmart, Mcdonalds","Meta, Google, Apple","20","Female","High school degree or equivalent","Germany"
"2022/03/03 12:36:21 PM MEZ","Star Wars, Pulp Fiction, Goodwill Hunting","Brad Pitt, George Clooney, Jennifer Aniston","Rap, Pop, Techno","Bel Ami, Notre-Dame de Paris, A la recherche du Temps perdu","JK Rowling, Balzac, Zola","Biden, Trump, Poutine","Bush, Biden, Obama","Nice, Lille, Versailles","Lake Como, Lake Annecy, Lake Powell","Himalaya, Alps, Rocheuses ","Paris, Berlin London","Italy, France, Germany","China, Japan, Singapore","Asia, Europe, America","Parrot, Nightingale, Crow","Lion, Zebra, Panther","Chair, Table, Fridge","Carrot, Eggplant, Leak","McDonald, Burger Kind, In & Out","Eiffel Tower, Tower Bridge, Versailles Castle","","Coca Cola, Apple, Amazon","Microsoft, Google, Apple","26","Female","Master's degree","France"
"2022/03/03 12:44:49 PM MEZ","Con Air, Stirb Langsam","Til Schweiger, Christoph Walz, Kevin Spacey","Rock, Pop, Jazz","Principia Mathematica, Nett sein ist auch keine Lösung, Mein Kampf","Hitler, Newton, Hawking","Eisenhower, Roosevelt, Clinton","Eisenhower, Roosevelt, Clinton","Kiew, Moskau, Minsk","Bodensee, Lake Erie, Lake Michigan","Zugspitze, K2, Matterhorn","Kiew, Moskau, Minsk","Irland, Schottland, Wales","China, Nod Korea, Süd Korea","Südpol, Europa, Afrika","Spatz, Kranich, Adler","Antilope, Löwe, Afrikanischer Elefant","Stuhl, Tisch, Schrank ","Tomate, Blumenkohl, Rosenkohl","Döner, Ketwurst, Curry Wurst","Schloss Bellevue, Reichstag, Hagia Sophia","Allianz, BMW, VW","Marlboro, Walmart, Morgan Stanley","Apple, Alphabet, AMD","29","Prefer not to say","Master's degree","Deutschland"
"2022/03/03 12:57:34 PM MEZ","Speed; Matrix; Silence of the lambs","Liam Neeson; Ewan McGregor; Marlon Brando","Rock; Pop; Rap","12 Rules for Life; Crime and Punishment; Harry Potter and the philosopher's stone","Jordan Peterson; Fjodor Michailowitsch Dostojewski; Helmut Schmidt","Donald Trump; Angela Merkel; Wladimir Putin","Woodrow Wilson; Donald Trump; Gerald Ford","Paris; Berlin; Milan","Gardasee; Bodensee; Lake Tahoe","Mount Everest; Zugspitze; Köngisstuhl","Berlin; Lodon; Paris","Germany; France; Italy","China; Vietnam; Japan","Europe; North America; South America","eagle; mocking bird; raven","elephant; cougar; lion","shelf; table; bed","carrots; potatoes; pepper","Burger; Tacos; Asian","Eiffel Tower; Tower Bridge; Big Ben","SAP; BASF; Volkswagen","Apple; Ford; Netflix","Apple; Meta; Alphabet","31","Male","Master's degree","Germany"
"2022/03/03 2:12:56 PM MEZ","Dirty Dancing? Terminator? some Star Wars.","Cumberbatch, Lewis, Schwarzenegger ","Rock, Classical, Pop","The Witcher; Lila, Lila; Unverschwunden","Sapkowski, Tolstoy, Suter","Putin, Scholz, Baerbock","Bush, Clinton, Obama","Mannheim, Heidelberg, Zürich","Lake Konstanz, Lac Leman, Gardasee","K2, Matterhorn, Zugspitze","Berlin, Paris, London","Germany, Italy, Switzerland ","Japan, Korea, China","Asia, Africa, Europe","Sparrow, Woodpecker, Dove","Giraffe, Lion, Antilope","Chair, Table, Closet","Zucchini, Tomato, Cucumber ","Burger, Fries, Pizza","Rheinfälle, Eiffelturm, Pisa Tower","VW, BASF, SAP","Tesla, Microsoft, Apple","Microsoft, Apple, Meta","23","Male","High school degree or equivalent","Germany"
"2022/03/03 6:11:08 PM MEZ","Schindler‘s List, Golden Eye, Tomorrow Never Dies","Daniel Craig, Ellen Pompeo, Elias M‘Barek","pop, techno, rock","the cafe on the edge of the world, becoming, the child in you, ","Sebastian Fitzek, Astrid Lindgren, John Strelecky","Angela Merkel, Olaf Scholz, Joe Biden","Barack Obama, Joe Biden, Donald Trump","Berlin, Heidelberg, Paris","Lake Constance, Lac Kir, Lake Tahoe","Zugspitze, Königstuhl, Puy de Dôme","Berlin, Paris, Rome","Germany, France, Italy","China, Japan, Indonesia","Europe, Africa, Asia","Eagle, parrot, finch","elephant, zebra, giraffe","Bed, chair, table","Cucumber, carrot, bell pepper","Burger, Hot Dog, French Fries","Brandenburg Gate, Eiffel Tower, Colosseum","SAP, Beiersdorf, Deutsche Post","Apple, Meta, Tesla","Apple, Google, Meta","21","Female","High school degree or equivalent","Germany"
"2022/03/03 6:33:58 PM MEZ","Green mile , se7en , Dances with wolves","Kevin Costner , Liam Neeson , Jennifer Aniston","Heavy metal , Punk rock , Blues","The pillars of earth , Star wars Episode 1 the phantom of menace , The fabulous destiny of Amélie","J.R.R. Tolkien , Rita Falk , Rötger Feldmann","Angela Merkel , Joe Biden , Boris Johnson","J.F. Kennedy , Franklin D. Roosevelt , Jimmy Carter","Heidelberg , Prague , Lisbon","Lake Constance , Lake Balaton ‚Lake Erie","Kilimanjaro , K2 , Eiger","Budapest , Oslo , London","France , Switzerland , Sweden","Thailand , India , China","Europe , Australia , Asia","Eagle , falcon , raven","Rhino , giraffe , lion","Chair , table , bed","Egg plant , tomato , cauliflower","Pizza , Burger , Sushi","Neuschwanstein Castle , eiffel tower , towre bridge","BASF , SAP , BMW","Nike , Harley Davidson , Walmart","Apple , American Express , Delta Airlines","54","Male","High school degree or equivalent","Germany"
"2022/03/03 7:14:58 PM MEZ","Titanic, Lion King, Star Wars episode 1","Brad Pitt, Leonardo DiCaprio, Tom Hanks","Pop, rock, techno","War & Peace, Kafka on the shore, Pride & Prejudice","JK Rowling, Victor Hugo, Honoré de Balzac","Macron, Poutine, Biden","Biden, Trump, Obama","Paris, London, NYC","Erie, Superior, Huron","Mt Blanc, Mt Everest, Mt Kilimanjaro ","Paris, London, Rome","France, UK, Italy","Japan, Singapore, China","Europe, America, Asia","Sparrow, eagle, crow","Zebra, elephant, panther","Table, bed, chair","Cauliflower, zucchini, mushroom","Burgers, pizza, chips","Eiffel Tower, palace of Versailles, Big Ben","BMW, Porsche, Audi","P&G, Unilever, Coca Cola","Apple, Google, Facebook","30","Female","Master's degree","France"
"2022/03/03 8:18:02 PM MEZ","Pulp Fiction, Twin Peaks, Memento","Emma Watson, Ryan Gosling, Christian Bale","HipHop, Rock, Pop","Harry Potter, The Capital, The Trial","Kafka, Mann, Fitzgerald","Mandela, Merkel, Brandt","Trump, Obama, Kennedy","Frankfurt, Milano, New York","Bodensee, Victoria Lake, Aral Sea","Mt. Everest, Zugspitze, Kilimanjaro ","Berlin, Rome, Paris","Italy, France, Poland","China, Taiwan, India","Africa, Europe, Asia","nightingale, eagle, parrot","lion, scorpio, monkey","desk, bed, lamp","carrots, potatoes, cucumber","burgers, french fries, pizza","Tower of Pisa, Eifel Tower, Holocaust Memorial Berlin","SAP, Deutsche Bank, BioNTech","Microsoft, Apple, Tesla","Nvidia, Apple, Microsoft","24","Male","Bachelor's degree","Germany"
