"city","name"
"http://dbpedia.org/resource/Limache","Limache"
"http://dbpedia.org/resource/Los_Chiles","Los Chiles"
"http://dbpedia.org/resource/Mairena_del_Alcor","Mairena del Alcor"
"http://dbpedia.org/resource/MarMoussa","MarMoussa"
"http://dbpedia.org/resource/Marad","Marad"
"http://dbpedia.org/resource/Maydh","Maydh"
"http://dbpedia.org/resource/Mayfair,_London","Mayfair, London"
"http://dbpedia.org/resource/Mera,_Pastaza","Mera, Pastaza"
"http://dbpedia.org/resource/Mihtarlam","Mihtarlam"
"http://dbpedia.org/resource/Monzón","Monzón"
"http://dbpedia.org/resource/Morteros","Morteros"
"http://dbpedia.org/resource/Motomiya,_Fukushima","Motomiya, Fukushima"
"http://dbpedia.org/resource/Myyrmäki","Myyrmäki"
"http://dbpedia.org/resource/Naranjo_de_Alajuela","Naranjo de Alajuela"
"http://dbpedia.org/resource/Naxos_(city)","Naxos (city)"
"http://dbpedia.org/resource/Nioro_du_Rip","Nioro du Rip"
"http://dbpedia.org/resource/Otuzco","Otuzco"
"http://dbpedia.org/resource/Oyo,_Oyo","Oyo, Oyo"
"http://dbpedia.org/resource/Palmares_de_Alajuela","Palmares de Alajuela"
"http://dbpedia.org/resource/Palsana,_Rajasthan","Palsana, Rajasthan"
"http://dbpedia.org/resource/Panadura","Panadura"
"http://dbpedia.org/resource/Paraíso,_Costa_Rica","Paraíso, Costa Rica"
"http://dbpedia.org/resource/Pargas","Pargas"
"http://dbpedia.org/resource/Paris_(France)","Paris (France)"
"http://dbpedia.org/resource/Parkerfield,_Kansas","Parkerfield, Kansas"
"http://dbpedia.org/resource/Piratini","Piratini"
"http://dbpedia.org/resource/Pirque","Pirque"
"http://dbpedia.org/resource/Port-Cartier","Port-Cartier"
"http://dbpedia.org/resource/Rasool_Nagar","Rasool Nagar"
"http://dbpedia.org/resource/Razan","Razan"
"http://dbpedia.org/resource/Reynella_East,_South_Australia","Reynella East, South Australia"
"http://dbpedia.org/resource/Sacedón","Sacedón"
"http://dbpedia.org/resource/Saint-Philippe,_Quebec","Saint-Philippe, Quebec"
"http://dbpedia.org/resource/Sainte-Anne-des-Monts","Sainte-Anne-des-Monts"
"http://dbpedia.org/resource/Saman,_Chaharmahal_and_Bakhtiari","Saman, Chaharmahal and Bakhtiari"
"http://dbpedia.org/resource/San_Diego_de_la_Unión","San Diego de la Unión"
"http://dbpedia.org/resource/San_Felipe,_Guanajuato","San Felipe, Guanajuato"
"http://dbpedia.org/resource/San_Julián,_Jalisco","San Julián, Jalisco"
"http://dbpedia.org/resource/San_Mateo_de_Alajuela","San Mateo de Alajuela"
"http://dbpedia.org/resource/San_Pedro_de_Poás","San Pedro de Poás"
"http://dbpedia.org/resource/San_Pedro_de_la_Paz","San Pedro de la Paz"
"http://dbpedia.org/resource/San_Rafael_de_Guatuso","San Rafael de Guatuso"
"http://dbpedia.org/resource/San_Ramón,_Costa_Rica","San Ramón, Costa Rica"
"http://dbpedia.org/resource/Santiago_Ixcuintla","Santiago Ixcuintla"
"http://dbpedia.org/resource/Sauce_Viejo,_Argentina","Sauce Viejo, Argentina"
"http://dbpedia.org/resource/Sedalia_Regional_Airport","Sedalia Regional Airport"
"http://dbpedia.org/resource/Sejong_City","Sejong City"
"http://dbpedia.org/resource/Shabankareh","Shabankareh"
"http://dbpedia.org/resource/Shandon,_Cork","Shandon, Cork"
"http://dbpedia.org/resource/Sibiel","Sibiel"
"http://dbpedia.org/resource/Skiathos_(town)","Skiathos (town)"
"http://dbpedia.org/resource/Soran,_Iraq","Soran, Iraq"
"http://dbpedia.org/resource/Steamboat_Springs_Airport","Steamboat Springs Airport"
"http://dbpedia.org/resource/Sterpoaia","Sterpoaia"
"http://dbpedia.org/resource/São_Lourenço_da_Mata","São Lourenço da Mata"
"http://dbpedia.org/resource/Sărand","Sărand"
"http://dbpedia.org/resource/Tahta","Tahta"
"http://dbpedia.org/resource/Talpe","Talpe"
"http://dbpedia.org/resource/Tarakan","Tarakan"
"http://dbpedia.org/resource/Taylor_Landing,_Texas","Taylor Landing, Texas"
"http://dbpedia.org/resource/The_Hill,_New_South_Wales","The Hill, New South Wales"
"http://dbpedia.org/resource/Thuburnica","Thuburnica"
"http://dbpedia.org/resource/Tima,_Egypt","Tima, Egypt"
"http://dbpedia.org/resource/Tjebu","Tjebu"
"http://dbpedia.org/resource/Tonj","Tonj"
"http://dbpedia.org/resource/Totonicapán","Totonicapán"
"http://dbpedia.org/resource/Trieben","Trieben"
"http://dbpedia.org/resource/União_da_Vitória","União da Vitória"
"http://dbpedia.org/resource/Unnan","Unnan"
"http://dbpedia.org/resource/Upala","Upala"
"http://dbpedia.org/resource/Villa_Alemana","Villa Alemana"
"http://dbpedia.org/resource/Voineșița","Voineșița"
"http://dbpedia.org/resource/Vĩnh_Long","Vĩnh Long"
"http://dbpedia.org/resource/Zunhua","Zunhua"
"http://dbpedia.org/resource/Șicasău","Șicasău"
"http://dbpedia.org/resource/BSSR","BSSR"
"http://dbpedia.org/resource/Ado-Odo","Ado-Odo"
"http://dbpedia.org/resource/Alula,_Somalia","Alula, Somalia"
"http://dbpedia.org/resource/Ama,_Aichi","Ama, Aichi"
"http://dbpedia.org/resource/Artesia_Municipal_Airport","Artesia Municipal Airport"
"http://dbpedia.org/resource/Auchi","Auchi"
"http://dbpedia.org/resource/Badshahpur","Badshahpur"
"http://dbpedia.org/resource/Baltimore","Baltimore"
"http://dbpedia.org/resource/Barnstable,_Massachusetts","Barnstable, Massachusetts"
"http://dbpedia.org/resource/Beit_Chabab","Beit Chabab"
"http://dbpedia.org/resource/Bhilai","Bhilai"
"http://dbpedia.org/resource/Bloyer_Field","Bloyer Field"
"http://dbpedia.org/resource/Buguma","Buguma"
"http://dbpedia.org/resource/Calle_Larga","Calle Larga"
"http://dbpedia.org/resource/Canada_at_the_Paralympics","Canada at the Paralympics"
"http://dbpedia.org/resource/Caripito","Caripito"
"http://dbpedia.org/resource/Chamical","Chamical"
"http://dbpedia.org/resource/Charleston_Municipal_Airport","Charleston Municipal Airport"
"http://dbpedia.org/resource/City_Municipality_of_Ljubljana","City Municipality of Ljubljana"
"http://dbpedia.org/resource/Ciudad_Insurgentes","Ciudad Insurgentes"
"http://dbpedia.org/resource/Cliff_Hatfield_Memorial_Airport","Cliff Hatfield Memorial Airport"
"http://dbpedia.org/resource/Comandante_Fontana,_Chaco","Comandante Fontana, Chaco"
"http://dbpedia.org/resource/Concarán","Concarán"
"http://dbpedia.org/resource/Coronel_Du_Graty","Coronel Du Graty"
"http://dbpedia.org/resource/Delaram","Delaram"
"http://dbpedia.org/resource/Dhanora_(Mahasiddha)","Dhanora (Mahasiddha)"
"http://dbpedia.org/resource/Diyun","Diyun"
"http://dbpedia.org/resource/Doha","Doha"
"http://dbpedia.org/resource/Dorud","Dorud"
"http://dbpedia.org/resource/Downtown_Yangon","Downtown Yangon"
"http://dbpedia.org/resource/El_Mollar","El Mollar"
"http://dbpedia.org/resource/Fateh_Pur","Fateh Pur"
"http://dbpedia.org/resource/Forward_Kahuta","Forward Kahuta"
"http://dbpedia.org/resource/Frías,_Santiago_del_Estero","Frías, Santiago del Estero"
"http://dbpedia.org/resource/Ganj_Basoda","Ganj Basoda"
"http://dbpedia.org/resource/Garner,_Iowa","Garner, Iowa"
"http://dbpedia.org/resource/Greenhaven,_Georgia","Greenhaven, Georgia"
"http://dbpedia.org/resource/Gömürgen","Gömürgen"
"http://dbpedia.org/resource/Hephzibah,_Georgia","Hephzibah, Georgia"
"http://dbpedia.org/resource/Hingalganj","Hingalganj"
"http://dbpedia.org/resource/Hoa_Lư","Hoa Lư"
"http://dbpedia.org/resource/Hudson,_New_York","Hudson, New York"
"http://dbpedia.org/resource/Ivanhoe,_Tyler_County,_Texas","Ivanhoe, Tyler County, Texas"
"http://dbpedia.org/resource/Jallah_Arain","Jallah Arain"
"http://dbpedia.org/resource/Joghatai","Joghatai"
"http://dbpedia.org/resource/Joint_Base_San_Antonio","Joint Base San Antonio"
"http://dbpedia.org/resource/Jones_Field","Jones Field"
"http://dbpedia.org/resource/Kashgar","Kashgar"
"http://dbpedia.org/resource/Kennett_Memorial_Airport","Kennett Memorial Airport"
"http://dbpedia.org/resource/LaBelle,_Florida","LaBelle, Florida"
"http://dbpedia.org/resource/Laitumkhrah","Laitumkhrah"
"http://dbpedia.org/resource/Lakewood,_California","Lakewood, California"
"http://dbpedia.org/resource/Larroque,_Entre_Ríos","Larroque, Entre Ríos"
"http://dbpedia.org/resource/Las_Lomitas","Las Lomitas"
"http://dbpedia.org/resource/Littlefield_Municipal_Airport","Littlefield Municipal Airport"
"http://dbpedia.org/resource/Livingston_Municipal_Airport_(Texas)","Livingston Municipal Airport (Texas)"
"http://dbpedia.org/resource/Malavli","Malavli"
"http://dbpedia.org/resource/Miami_Municipal_Airport","Miami Municipal Airport"
"http://dbpedia.org/resource/Mitchell_Municipal_Airport","Mitchell Municipal Airport"
"http://dbpedia.org/resource/MoD_Abbey_Wood","MoD Abbey Wood"
"http://dbpedia.org/resource/Monte_Patria","Monte Patria"
"http://dbpedia.org/resource/Mountain_Park,_Fulton_County,_Georgia","Mountain Park, Fulton County, Georgia"
"http://dbpedia.org/resource/Nikonion","Nikonion"
"http://dbpedia.org/resource/North_East_Side_(Denver)","North East Side (Denver)"
"http://dbpedia.org/resource/Obour_(city)","Obour (city)"
"http://dbpedia.org/resource/Oron,_Akwa_Ibom","Oron, Akwa Ibom"
"http://dbpedia.org/resource/Paso_Robles,_California","Paso Robles, California"
"http://dbpedia.org/resource/Phool_Nagar","Phool Nagar"
"http://dbpedia.org/resource/Plaza_Huincul","Plaza Huincul"
"http://dbpedia.org/resource/Priozersk,_Kazakhstan","Priozersk, Kazakhstan"
"http://dbpedia.org/resource/Qestorat","Qestorat"
"http://dbpedia.org/resource/Rajound","Rajound"
"http://dbpedia.org/resource/Russeifa","Russeifa"
"http://dbpedia.org/resource/Salisbury,_South_Australia","Salisbury, South Australia"
"http://dbpedia.org/resource/Sarapion","Sarapion"
"http://dbpedia.org/resource/Sayada,_Tunisia","Sayada, Tunisia"
"http://dbpedia.org/resource/Shadmehr","Shadmehr"
"http://dbpedia.org/resource/Shchuchinsk","Shchuchinsk"
"http://dbpedia.org/resource/Shushtar_Historical_Hydraulic_System","Shushtar Historical Hydraulic System"
"http://dbpedia.org/resource/Smalyavichy","Smalyavichy"
"http://dbpedia.org/resource/Solar_Valley_(China)","Solar Valley (China)"
"http://dbpedia.org/resource/Springville,_Utah","Springville, Utah"
"http://dbpedia.org/resource/Surak,_Iran","Surak, Iran"
"http://dbpedia.org/resource/Sülz","Sülz"
"http://dbpedia.org/resource/Timika","Timika"
"http://dbpedia.org/resource/Tinaquillo","Tinaquillo"
"http://dbpedia.org/resource/Umm_Ruwaba","Umm Ruwaba"
"http://dbpedia.org/resource/Verkhnyadzvinsk","Verkhnyadzvinsk"
"http://dbpedia.org/resource/Winterville,_Georgia","Winterville, Georgia"
"http://dbpedia.org/resource/Zahlé","Zahlé"
"http://dbpedia.org/resource/1988–89_Welsh_Cup","1988–89 Welsh Cup"
"http://dbpedia.org/resource/1990–91_Welsh_Cup","1990–91 Welsh Cup"
"http://dbpedia.org/resource/2010–11_Hull_City_A.F.C._season","2010–11 Hull City A.F.C. season"
"http://dbpedia.org/resource/2010–11_Swansea_City_A.F.C._season","2010–11 Swansea City A.F.C. season"
"http://dbpedia.org/resource/Aggersel","Aggersel"
"http://dbpedia.org/resource/Altamira,_Tamaulipas","Altamira, Tamaulipas"
"http://dbpedia.org/resource/Altava","Altava"
"http://dbpedia.org/resource/Blagaj_Japra","Blagaj Japra"
"http://dbpedia.org/resource/Brundidge_Municipal_Airport","Brundidge Municipal Airport"
"http://dbpedia.org/resource/Cabildo,_Chile","Cabildo, Chile"
"http://dbpedia.org/resource/Catemu","Catemu"
"http://dbpedia.org/resource/Cedar_Hill,_Texas","Cedar Hill, Texas"
"http://dbpedia.org/resource/Chancay","Chancay"
"http://dbpedia.org/resource/Chatfield,_Minnesota","Chatfield, Minnesota"
"http://dbpedia.org/resource/City_of_Preston,_Lancashire","City of Preston, Lancashire"
"http://dbpedia.org/resource/CleanPowerSF","CleanPowerSF"
"http://dbpedia.org/resource/Cobleș","Cobleș"
"http://dbpedia.org/resource/Colonia_Algarín","Colonia Algarín"
"http://dbpedia.org/resource/Colonia_Asturias","Colonia Asturias"
"http://dbpedia.org/resource/Colonia_Atlampa","Colonia Atlampa"
"http://dbpedia.org/resource/Colonia_Buenavista","Colonia Buenavista"
"http://dbpedia.org/resource/Colonia_Obrera","Colonia Obrera"
"http://dbpedia.org/resource/Condesa","Condesa"
"http://dbpedia.org/resource/Conjunto_Urbano_Nonoalco_Tlatelolco","Conjunto Urbano Nonoalco Tlatelolco"
"http://dbpedia.org/resource/Council_of_School_Supervisors_&_Administrators","Council of School Supervisors & Administrators"
"http://dbpedia.org/resource/Curacaví","Curacaví"
"http://dbpedia.org/resource/Câmpulungeanca","Câmpulungeanca"
"http://dbpedia.org/resource/Danville,_Illinois","Danville, Illinois"
"http://dbpedia.org/resource/Dar_El_Salam","Dar El Salam"
"http://dbpedia.org/resource/Diana_Veteranorum","Diana Veteranorum"
"http://dbpedia.org/resource/Fayzabad,_Badakhshan","Fayzabad, Badakhshan"
"http://dbpedia.org/resource/Gorbea,_Chile","Gorbea, Chile"
"http://dbpedia.org/resource/Great_Wall_Coolbear","Great Wall Coolbear"
"http://dbpedia.org/resource/Hijuelas","Hijuelas"
"http://dbpedia.org/resource/Huntsville_Regional_Airport","Huntsville Regional Airport"
"http://dbpedia.org/resource/Ikwo_(local_government)","Ikwo (local government)"
"http://dbpedia.org/resource/Kilmany,_Victoria","Kilmany, Victoria"
"http://dbpedia.org/resource/Kingston,_New_York","Kingston, New York"
"http://dbpedia.org/resource/Kuajok","Kuajok"
"http://dbpedia.org/resource/La_Cruz,_Chile","La Cruz, Chile"
"http://dbpedia.org/resource/Lautaro,_Chile","Lautaro, Chile"
"http://dbpedia.org/resource/Letovica","Letovica"
"http://dbpedia.org/resource/Liège","Liège"
"http://dbpedia.org/resource/Mahara,_Sri_Lanka","Mahara, Sri Lanka"
"http://dbpedia.org/resource/Mandi,_Himachal_Pradesh","Mandi, Himachal Pradesh"
"http://dbpedia.org/resource/Mango_(Jamshedpur)","Mango (Jamshedpur)"
"http://dbpedia.org/resource/Midland_Airpark","Midland Airpark"
"http://dbpedia.org/resource/Mohammadabad,_Isfahan","Mohammadabad, Isfahan"
"http://dbpedia.org/resource/Monticello_Airport_(Utah)","Monticello Airport (Utah)"
"http://dbpedia.org/resource/Mosman,_New_South_Wales","Mosman, New South Wales"
"http://dbpedia.org/resource/Mu'tah","Mu'tah"
"http://dbpedia.org/resource/Nelspruit","Nelspruit"
"http://dbpedia.org/resource/New_Amsterdam_Records","New Amsterdam Records"
"http://dbpedia.org/resource/New_Bongaigaon","New Bongaigaon"
"http://dbpedia.org/resource/Nogales,_Chile","Nogales, Chile"
"http://dbpedia.org/resource/Northern_District,_Riga","Northern District, Riga"
"http://dbpedia.org/resource/Padre_Las_Casas,_Chile","Padre Las Casas, Chile"
"http://dbpedia.org/resource/Peto,_Yucatán","Peto, Yucatán"
"http://dbpedia.org/resource/Peñaflor,_Chile","Peñaflor, Chile"
"http://dbpedia.org/resource/Plăiești","Plăiești"
"http://dbpedia.org/resource/Porta_Sempione","Porta Sempione"
"http://dbpedia.org/resource/Putaendo","Putaendo"
"http://dbpedia.org/resource/Qoryoley","Qoryoley"
"http://dbpedia.org/resource/Queluz,_Portugal","Queluz, Portugal"
"http://dbpedia.org/resource/Rask,_Sarbaz","Rask, Sarbaz"
"http://dbpedia.org/resource/Ratmalana","Ratmalana"
"http://dbpedia.org/resource/Rinconada","Rinconada"
"http://dbpedia.org/resource/Samaria_(ancient_city)","Samaria (ancient city)"
"http://dbpedia.org/resource/San_Esteban,_Chile","San Esteban, Chile"
"http://dbpedia.org/resource/Santa_María,_Chile","Santa María, Chile"
"http://dbpedia.org/resource/Saqultah","Saqultah"
"http://dbpedia.org/resource/Sexton,_Iowa","Sexton, Iowa"
"http://dbpedia.org/resource/Shuklaganj","Shuklaganj"
"http://dbpedia.org/resource/Siena","Siena"
"http://dbpedia.org/resource/Sääre,_Hiiu_County","Sääre, Hiiu County"
"http://dbpedia.org/resource/Talagante","Talagante"
"http://dbpedia.org/resource/Thorrur,_Mahabubabad_district","Thorrur, Mahabubabad district"
"http://dbpedia.org/resource/Tizimín","Tizimín"
"http://dbpedia.org/resource/Traiguén","Traiguén"
"http://dbpedia.org/resource/Turić","Turić"
"http://dbpedia.org/resource/Uzinaza","Uzinaza"
"http://dbpedia.org/resource/Valcourt_(city)","Valcourt (city)"
"http://dbpedia.org/resource/Valencia,_California","Valencia, California"
"http://dbpedia.org/resource/Vavoua","Vavoua"
"http://dbpedia.org/resource/Zhongzheng_District,_Keelung","Zhongzheng District, Keelung"
"http://dbpedia.org/resource/Álamo,_Veracruz","Álamo, Veracruz"
"http://dbpedia.org/resource/125_West_55th_Street","125 West 55th Street"
"http://dbpedia.org/resource/Abad,_Bushehr","Abad, Bushehr"
"http://dbpedia.org/resource/Abu_ʽArish","Abu ʽArish"
"http://dbpedia.org/resource/Achilleion_(Troad)","Achilleion (Troad)"
"http://dbpedia.org/resource/Al-Jafr,_Jordan","Al-Jafr, Jordan"
"http://dbpedia.org/resource/Al_Amarat","Al Amarat"
"http://dbpedia.org/resource/Al_Hada","Al Hada"
"http://dbpedia.org/resource/Al_Madaya","Al Madaya"
"http://dbpedia.org/resource/Al_Yamaniyah","Al Yamaniyah"
"http://dbpedia.org/resource/Ardabil","Ardabil"
"http://dbpedia.org/resource/Astravyets","Astravyets"
"http://dbpedia.org/resource/Baniyas","Baniyas"
"http://dbpedia.org/resource/Bardestan","Bardestan"
"http://dbpedia.org/resource/Beas_de_Guadix","Beas de Guadix"
"http://dbpedia.org/resource/Boryspil","Boryspil"
"http://dbpedia.org/resource/Bribri,_Costa_Rica","Bribri, Costa Rica"
"http://dbpedia.org/resource/Changhua","Changhua"
"http://dbpedia.org/resource/Chiraiyakot","Chiraiyakot"
"http://dbpedia.org/resource/Cincinnati,_Ohio","Cincinnati, Ohio"
"http://dbpedia.org/resource/Coatzacoalcos,_Veracruz","Coatzacoalcos, Veracruz"
"http://dbpedia.org/resource/Colona,_Colorado","Colona, Colorado"
"http://dbpedia.org/resource/Cortes_y_Graena","Cortes y Graena"
"http://dbpedia.org/resource/Dbayeh","Dbayeh"
"http://dbpedia.org/resource/Diwiparangi","Diwiparangi"
"http://dbpedia.org/resource/Emily_DeCola","Emily DeCola"
"http://dbpedia.org/resource/Ferizaj","Ferizaj"
"http://dbpedia.org/resource/Fraita","Fraita"
"http://dbpedia.org/resource/Fram,_Paraguay","Fram, Paraguay"
"http://dbpedia.org/resource/Gongqingcheng","Gongqingcheng"
"http://dbpedia.org/resource/Goshainganj","Goshainganj"
"http://dbpedia.org/resource/Hamaxitus","Hamaxitus"
"http://dbpedia.org/resource/Hanguranketa","Hanguranketa"
"http://dbpedia.org/resource/Harishchandrapur","Harishchandrapur"
"http://dbpedia.org/resource/Hlegu","Hlegu"
"http://dbpedia.org/resource/Ichinoseki,_Iwate","Ichinoseki, Iwate"
"http://dbpedia.org/resource/Imperia","Imperia"
"http://dbpedia.org/resource/Ivano-Frankivsk_Municipality","Ivano-Frankivsk Municipality"
"http://dbpedia.org/resource/Jalalpur_Bhattian","Jalalpur Bhattian"
"http://dbpedia.org/resource/Javadabad,_Varamin","Javadabad, Varamin"
"http://dbpedia.org/resource/Jumel_Terrace_Historic_District","Jumel Terrace Historic District"
"http://dbpedia.org/resource/Jurupa_Valley,_California","Jurupa Valley, California"
"http://dbpedia.org/resource/Kalar,_Iraq","Kalar, Iraq"
"http://dbpedia.org/resource/Kaliachak","Kaliachak"
"http://dbpedia.org/resource/Kallai,_Jammu_and_Kashmir","Kallai, Jammu and Kashmir"
"http://dbpedia.org/resource/Kanatal","Kanatal"
"http://dbpedia.org/resource/Kandi,_Benin","Kandi, Benin"
"http://dbpedia.org/resource/Kangti","Kangti"
"http://dbpedia.org/resource/Kanpur_Development_Authority","Kanpur Development Authority"
"http://dbpedia.org/resource/Kerura","Kerura"
"http://dbpedia.org/resource/Kilkis","Kilkis"
"http://dbpedia.org/resource/Kolonai","Kolonai"
"http://dbpedia.org/resource/Kumathe","Kumathe"
"http://dbpedia.org/resource/Kundannoor","Kundannoor"
"http://dbpedia.org/resource/La_Tablada","La Tablada"
"http://dbpedia.org/resource/Lapuz,_Iloilo_City","Lapuz, Iloilo City"
"http://dbpedia.org/resource/Larisa_(Troad)","Larisa (Troad)"
"http://dbpedia.org/resource/Lower_Prince's_Quarter","Lower Prince's Quarter"
"http://dbpedia.org/resource/Madauros","Madauros"
"http://dbpedia.org/resource/Mae_Sot","Mae Sot"
"http://dbpedia.org/resource/Manthimba","Manthimba"
"http://dbpedia.org/resource/Marot","Marot"
"http://dbpedia.org/resource/Mendarda","Mendarda"
"http://dbpedia.org/resource/Milas","Milas"
"http://dbpedia.org/resource/Municipalities_of_Vietnam","Municipalities of Vietnam"
"http://dbpedia.org/resource/Nanhui_New_City","Nanhui New City"
"http://dbpedia.org/resource/Nantun_District","Nantun District"
"http://dbpedia.org/resource/Navanagar","Navanagar"
"http://dbpedia.org/resource/New_Kanpur_City","New Kanpur City"
"http://dbpedia.org/resource/Ngetkib","Ngetkib"
"http://dbpedia.org/resource/Nimvar","Nimvar"
"http://dbpedia.org/resource/Nirjuli","Nirjuli"
"http://dbpedia.org/resource/North_District,_Taichung","North District, Taichung"
"http://dbpedia.org/resource/Novohrad-Volynskyi","Novohrad-Volynskyi"
"http://dbpedia.org/resource/Old_City_(Hyderabad,_India)","Old City (Hyderabad, India)"
"http://dbpedia.org/resource/Ophryneion","Ophryneion"
"http://dbpedia.org/resource/Pintendre,_Quebec","Pintendre, Quebec"
"http://dbpedia.org/resource/Piranshahr","Piranshahr"
"http://dbpedia.org/resource/Puerto_de_la_Cruz","Puerto de la Cruz"
"http://dbpedia.org/resource/Punnaikayal","Punnaikayal"
"http://dbpedia.org/resource/Raghunathganj","Raghunathganj"
"http://dbpedia.org/resource/Rhoiteion","Rhoiteion"
"http://dbpedia.org/resource/Rovenky","Rovenky"
"http://dbpedia.org/resource/Rusayl","Rusayl"
"http://dbpedia.org/resource/Saadat_Shahr","Saadat Shahr"
"http://dbpedia.org/resource/Sahand,_Iran","Sahand, Iran"
"http://dbpedia.org/resource/Sainthamaruthu","Sainthamaruthu"
"http://dbpedia.org/resource/San_Pedro_de_Macorís","San Pedro de Macorís"
"http://dbpedia.org/resource/Santiago_(commune)","Santiago (commune)"
"http://dbpedia.org/resource/Sigeion","Sigeion"
"http://dbpedia.org/resource/Sitalkuchi","Sitalkuchi"
